SKU,productCategoryId,productCategory_caption_UKR,productCategory_caption_RU,productCategory_caption_ENG,productTypeId,productType_caption_UKR,productType_caption_RU,productType_caption_ENG,brandId,lagerUnitQuantity,lagerUnitTypeId,lagerUnitType_caption,trademark,countryOfOrigin,countryOfOrigin_caption,commodity_group,commodity_group_caption_UKR,commodity_group_caption_RU,commodity_group_caption_ENG
559301,6457.0,Сири напівтверді насипні,Сыры полутвердые насыпные,Semi-hard bulk cheese,1895.0,напівтверді сири - Дешевші - Національний - Великопористий / Пластової - С добавками,полутвердые сыры - Более дешевые - Национальный - Крупнопористый/Пластовой - С добавками,semi-hard cheese — Cheaper— National — Coarse-pored/layered — Flavored,7420.0,1.0,2,кг        ,285.0,1.0,Україна,5550352,Сири на вагу,Сыры весовые,Cheese
559407,6452.0,Сири м'які блакитна цвіль,Сыры мягкие голубая плесень,"Soft cheese, blue mold",2505.0,сири м&#39;які - Дешевші - Імпорт - Блакитна цвіль,сыры мягкие - Более дешевые - Импорт - Голубая плесень,soft cheese — Cheaper — Import — Blue mold,2737.0,1.0,2,кг        ,9464.0,6.0,Франція,5550352,Сири на вагу,Сыры весовые,Cheese
559408,6452.0,Сири м'які блакитна цвіль,Сыры мягкие голубая плесень,"Soft cheese, blue mold",2505.0,сири м&#39;які - Дешевші - Імпорт - Блакитна цвіль,сыры мягкие - Более дешевые - Импорт - Голубая плесень,soft cheese — Cheaper — Import — Blue mold,2737.0,1.0,2,кг        ,9666.0,6.0,Франція,5550352,Сири на вагу,Сыры весовые,Cheese
560519,6958.0,Здоба мелкоштучн з ягідної начинкою власного виробництва,Сдоба мелкошт с ягодной начинкой собств произв,"Small fancy bread with berry stuff, own production",4735.0,Здоба - дрібна - солодка,Сдоба - мелкая - сладкая,Fancy bread — small — sweet,,1.0,2,кг        ,9666.0,1.0,Україна,5550412,Випічка,Выпечкa,Bakery
560611,5834.0,Вода України негазована,Вода Украины негазированная,"Water, Ukraine, still",3463.0,Столова вода - Україна - ПЕТ - більш 3л,Столовая вода - Украина - ПЭТ - более 3л,Table water — Ukraine — PET — more than 3 L,2737.0,6.0,3,л         ,2888.0,1.0,Україна,5550022,Вода Мфнеральна,Вода Минеральная,Mineral water
561227,6458.0,Сири напівтверді пластової,Сыры полутвердые пластовой,Semi-hard layered cheese,1909.0,напівтверді сири - Дорожчі - Національний - Елітні - Кольорові,полутвердые сыры - Более дорогие - Национальный - Элитные - Цветные,semi-hard cheese — More expensive — National — Elite — Colored,2737.0,1.0,2,кг        ,2337.0,33.0,Нідерланди,5550352,Сири на вагу,Сыры весовые,Cheese
561228,6458.0,Сири напівтверді пластової,Сыры полутвердые пластовой,Semi-hard layered cheese,1909.0,напівтверді сири - Дорожчі - Національний - Елітні - Кольорові,полутвердые сыры - Более дорогие - Национальный - Элитные - Цветные,semi-hard cheese — More expensive — National — Elite — Colored,2737.0,1.0,2,кг        ,2337.0,33.0,Нідерланди,5550352,Сири на вагу,Сыры весовые,Cheese
561229,6449.0,Сири м'які кремо-сирні,Сыры мягкие кремо-творожные,Soft cream cheese,2507.0,сири м&#39;які - Дешевші - Імпорт - Кремо-сирні - Мачела,сыры мягкие - Более дешевые - Импорт - Кремо-творожные - Мачель,soft cheese — Cheaper — Import — Cream cheese — Machelle,2737.0,1.0,2,кг        ,2337.0,33.0,Нідерланди,5550352,Сири на вагу,Сыры весовые,Cheese
561235,6449.0,Сири м'які кремо-сирні,Сыры мягкие кремо-творожные,Soft cream cheese,2507.0,сири м&#39;які - Дешевші - Імпорт - Кремо-сирні - Мачела,сыры мягкие - Более дешевые - Импорт - Кремо-творожные - Мачель,soft cheese — Cheaper — Import — Cream cheese — Machelle,2737.0,1.0,2,кг        ,2337.0,33.0,Нідерланди,5550352,Сири на вагу,Сыры весовые,Cheese
561243,6458.0,Сири напівтверді пластової,Сыры полутвердые пластовой,Semi-hard layered cheese,1901.0,напівтверді сири - Дорожчі - Національний - диетики,полутвердые сыры - Более дорогие - Национальный - Диетика,semi-hard cheese — More expensive — National — Dietica,2737.0,1.0,2,кг        ,2337.0,33.0,Нідерланди,5550352,Сири на вагу,Сыры весовые,Cheese
561526,5835.0,Вода України газована,Вода Украины газированная,"Water, Ukraine, sparkling",3466.0,"Столова вода - Україна - ПЕТ - до 0,99л - Сильногазированная","Столовая вода - Украина - ПЭТ - до 0,99л - Сильногазированная",Table water — Ukraine — PET — up to 0.99 L — Strongly sparkling,1935.0,0.5,3,л         ,9525.0,1.0,Україна,5550022,Вода Мфнеральна,Вода Минеральная,Mineral water
561533,5834.0,Вода України негазована,Вода Украины негазированная,"Water, Ukraine, still",3465.0,"Столова вода - Україна - ПЕТ - до 0,99л - Негазована","Столовая вода - Украина - ПЭТ - до 0,99л - Негазированная",Table water — Ukraine — PET — up to 0.99 L — Still,1935.0,0.5,3,л         ,9525.0,1.0,Україна,5550022,Вода Мфнеральна,Вода Минеральная,Mineral water
562395,6458.0,Сири напівтверді пластової,Сыры полутвердые пластовой,Semi-hard layered cheese,1908.0,напівтверді сири - Дорожчі - Національний - Елітні - Коров&#39;яче молоко,полутвердые сыры - Более дорогие - Национальный - Элитные - Коровье молоко,semi-hard cheese — More expensive — National — Elite — Cow milk,2737.0,1.0,2,кг        ,7440.0,33.0,Нідерланди,5550352,Сири на вагу,Сыры весовые,Cheese
563448,6890.0,Хліб подовий пшеничний без добавок власного виробництва,Хлеб подовый пшеничный без добавок собств произв,"Plain wheat bread baked in the hearth, own production",380.0,Хліб - без добавок - пшеничний,Хлеб - без добавок - пшеничный,Bread — plain — wheat,,1.0,2,кг        ,15156.0,1.0,Україна,5550412,Випічка,Выпечкa,Bakery
563453,6890.0,Хліб подовий пшеничний без добавок власного виробництва,Хлеб подовый пшеничный без добавок собств произв,"Plain wheat bread baked in the hearth, own production",380.0,Хліб - без добавок - пшеничний,Хлеб - без добавок - пшеничный,Bread — plain — wheat,,1.0,2,кг        ,15156.0,1.0,Україна,5550412,Випічка,Выпечкa,Bakery
563608,5416.0,Хурма,Хурма,Persimmon,4771.0,Тропічні фрукти - Хурма - Сортовая,Тропические фрукты - Хурма - Сортовая,Tropical fruit — Persimmon — Graded,,1.0,1,г         ,,,,5551018,Фрукти тропічні,Фрукты тропические,Tropical fruits
563793,7019.0,Хліб житньо-пшеничний з добавками власного виробництва,Хлеб ржано-пшеничный с добавками собств произв,"Flavored rye-wheat bread, own production",383.0,Хліб - з добавками,Хлеб - с добавками,Bread — flavored,,400.0,1,г         ,9666.0,1.0,Україна,5550412,Випічка,Выпечкa,Bakery
563845,6894.0,Хліб подовий житньо-пшен без добавок власного виробництва,Хлеб подовый ржано-пшен без добавок собств произв,"Plain rye-wheat bread baked in the hearth, own production",382.0,Хліб - без добавок - житньо-пшеничний,Хлеб - без добавок - ржано-пшеничный,Bread — plain — rye-wheat,,600.0,1,г         ,15156.0,1.0,Україна,5550412,Випічка,Выпечкa,Bakery
565052,6478.0,Сири тверді видові,Сыры твердые видовые,"Hard cheese, specific",2597.0,тверді сири - Тверді видові - Проволоне - Інші,твердые сыры - Твердые видовые - Проволоне - Другие,hard cheese - Specific hard cheese— Provolone — Other,2737.0,1.0,2,кг        ,7474.0,7.0,Італія,5550352,Сири на вагу,Сыры весовые,Cheese
565060,6478.0,Сири тверді видові,Сыры твердые видовые,"Hard cheese, specific",2597.0,тверді сири - Тверді видові - Проволоне - Інші,твердые сыры - Твердые видовые - Проволоне - Другие,hard cheese - Specific hard cheese— Provolone — Other,2737.0,1.0,2,кг        ,7474.0,7.0,Італія,5550352,Сири на вагу,Сыры весовые,Cheese
565071,6478.0,Сири тверді видові,Сыры твердые видовые,"Hard cheese, specific",2597.0,тверді сири - Тверді видові - Проволоне - Інші,твердые сыры - Твердые видовые - Проволоне - Другие,hard cheese - Specific hard cheese— Provolone — Other,2737.0,1.0,2,кг        ,7474.0,7.0,Італія,5550352,Сири на вагу,Сыры весовые,Cheese
565100,6451.0,Сири м'які біла цвіль,Сыры мягкие белая плесень,"Soft cheese, white mold",2510.0,сири м&#39;які - Дорожчі - Імпорт - Біла цвіль - Брі,сыры мягкие - Более дорогие - Импорт - Белая плесень - Бри,soft cheese — More expensive — Import — White mold — Brie,2737.0,1.0,2,кг        ,5744.0,6.0,Франція,5550352,Сири на вагу,Сыры весовые,Cheese
565629,6478.0,Сири тверді видові,Сыры твердые видовые,"Hard cheese, specific",2596.0,тверді сири - Тверді видові - Пекоріно,твердые сыры - Твердые видовые - Пекорино,hard cheese - Specific hard cheese— Pecorino,2737.0,1.0,2,кг        ,876.0,7.0,Італія,5550352,Сири на вагу,Сыры весовые,Cheese
566092,6456.0,Сири напівтверді великопористі,Сыры полутвердые крупнопористые,Semi-hard coarse-pored cheese,1894.0,напівтверді сири - Дешевші - Національний - Великопористий / Пластової - Великопористий,полутвердые сыры - Более дешевые - Национальный - Крупнопористый/Пластовой - Крупнопористый,semi-hard cheese — Cheaper— National — Coarse-pored/layered — Coarse-pored,1923.0,1.0,2,кг        ,7419.0,1.0,Україна,5550352,Сири на вагу,Сыры весовые,Cheese
566112,7250.0,,Сырок глазурованный,,3104.0,,Десерты НП - сырок глазированный,,1594.0,36.0,1,г         ,9641.0,,,5550259,Йогуртно-десертна продукція,Йогуртно-Десертная продукция,Yogurts
566113,7250.0,,Сырок глазурованный,,3104.0,,Десерты НП - сырок глазированный,,1594.0,36.0,1,г         ,9641.0,,,5550259,Йогуртно-десертна продукція,Йогуртно-Десертная продукция,Yogurts
566929,6457.0,Сири напівтверді насипні,Сыры полутвердые насыпные,Semi-hard bulk cheese,1897.0,напівтверді сири - Дешевші - Національний - Насипна - Російський,полутвердые сыры - Более дешевые - Национальный - Насыпной - Российский,semi-hard cheese — Cheaper— National — Bulk — Rossiysky,6666.0,1.0,2,кг        ,9003.0,1.0,Україна,5550352,Сири на вагу,Сыры весовые,Cheese
566930,6457.0,Сири напівтверді насипні,Сыры полутвердые насыпные,Semi-hard bulk cheese,1897.0,напівтверді сири - Дешевші - Національний - Насипна - Російський,полутвердые сыры - Более дешевые - Национальный - Насыпной - Российский,semi-hard cheese — Cheaper— National — Bulk — Rossiysky,6666.0,1.0,2,кг        ,9003.0,1.0,Україна,5550352,Сири на вагу,Сыры весовые,Cheese
567360,6780.0,Хліб пшеничний з висівками допік,Хлеб пшеничный с отрубями допек,"Wheat bran bread, parbaking",380.0,Хліб - без добавок - пшеничний,Хлеб - без добавок - пшеничный,Bread — plain — wheat,8274.0,350.0,1,г         ,4043.0,1.0,Україна,5550412,Випічка,Выпечкa,Bakery
567963,6881.0,Багет подовий з добавками власного виробництва,Багет подовый с добавками собств производства,"Flavored baguette loaf baked in the hearth, own production",4646.0,Багет - С добавками,Багет - С добавками,Baguette loaf — Flavored,2737.0,300.0,1,г         ,9974.0,1.0,Україна,5550412,Випічка,Выпечкa,Bakery
567970,6880.0,Багет подовий без добавок власного виробництва,Багет подовый без добавок собств производства,"Plain baguette loaf baked in the hearth, own production",377.0,Багет - без добавок,Багет - без добавок,Baguette loaf — plain,2737.0,300.0,1,г         ,9974.0,1.0,Україна,5550412,Випічка,Выпечкa,Bakery
567971,6881.0,Багет подовий з добавками власного виробництва,Багет подовый с добавками собств производства,"Flavored baguette loaf baked in the hearth, own production",4672.0,Багет - без добавок - Зерновий,Багет - без добавок - Зерновой,Baguette loaf — plain — Grain,2737.0,135.0,1,г         ,9974.0,1.0,Україна,5550412,Випічка,Выпечкa,Bakery
568222,7018.0,Хліб житньо-пшеничний зерновий власного виробництва,Хлеб ржано-пшеничный зерновой собств производства,"Rye-wheat grain bread, own production",383.0,Хліб - з добавками,Хлеб - с добавками,Bread — flavored,2737.0,480.0,1,г         ,9974.0,1.0,Україна,5550412,Випічка,Выпечкa,Bakery
568223,7017.0,Хліб житньо-пшеничний без добавок власного виробництва,Хлеб ржано-пшеничный без добавок собств произв,"Plain rye-wheat bread, own production",381.0,Хліб - без добавок - житній,Хлеб - без добавок - ржаной,Bred — plain — rye,2737.0,330.0,1,г         ,9974.0,1.0,Україна,5550412,Випічка,Выпечкa,Bakery
568254,6451.0,Сири м'які біла цвіль,Сыры мягкие белая плесень,"Soft cheese, white mold",2508.0,сири м&#39;які - Дешевші - Вітчизняні - Біла цвіль,сыры мягкие - Более дешевые - Отечественные - Белая плесень,soft cheese — Cheaper — Domestic — White mold,8744.0,1.0,2,кг        ,715.0,1.0,Україна,5550352,Сири на вагу,Сыры весовые,Cheese
568328,6972.0,Здоба мелкоштучн з фруктовою начинкою власного виробництва,Сдоба мелкошт с фруктовой начинкой собств произв,"Small fancy bread with fruit stuff, own production",4735.0,Здоба - дрібна - солодка,Сдоба - мелкая - сладкая,Fancy bread — small — sweet,2737.0,90.0,1,г         ,9974.0,1.0,Україна,5550412,Випічка,Выпечкa,Bakery
568376,7011.0,Слойка з овочевою начинкою власного виробництва,Слойка с овощной начинкой собств производства,"Turnover with vegetable stuff, own production",2244.0,Слойка - солона,Слойка - соленая,Turnover — salty,2737.0,100.0,1,г         ,9974.0,1.0,Україна,5550412,Випічка,Выпечкa,Bakery
568389,7016.0,,Хлеб пшеничный с отрубями собств производства,,380.0,Хліб - без добавок - пшеничний,Хлеб - без добавок - пшеничный,Bread — plain — wheat,2737.0,380.0,1,г         ,9974.0,1.0,Україна,5550412,Випічка,Выпечкa,Bakery
568396,6880.0,Багет подовий без добавок власного виробництва,Багет подовый без добавок собств производства,"Plain baguette loaf baked in the hearth, own production",377.0,Багет - без добавок,Багет - без добавок,Baguette loaf — plain,2737.0,300.0,1,г         ,9974.0,1.0,Україна,5550412,Випічка,Выпечкa,Bakery
568753,5954.0,,Творог,,3287.0,,ТГ Творожная продукция - Творог - Не жирный,,1185.0,230.0,1,г         ,2298.0,,,5550259,Йогуртно-десертна продукція,Йогуртно-Десертная продукция,Yogurts
568754,5954.0,,Творог,,3283.0,,ТГ Творожная продукция - Творог - 9% и более,,1185.0,230.0,1,г         ,2298.0,,,5550259,Йогуртно-десертна продукція,Йогуртно-Десертная продукция,Yogurts
569082,5954.0,,Творог,,3283.0,,ТГ Творожная продукция - Творог - 9% и более,,967.0,300.0,1,г         ,1120.0,,,5550259,Йогуртно-десертна продукція,Йогуртно-Десертная продукция,Yogurts
570057,5923.0,Йогурти,Йогурты,Yoghurts,695.0,Йогурт - густий - понад 200г,Йогурт - густой - свыше 200г,Yoghurt — firm — more than 200 g,5160.0,270.0,1,г         ,1037.0,,,5550259,Йогуртно-десертна продукція,Йогуртно-Десертная продукция,Yogurts
570058,5923.0,Йогурти,Йогурты,Yoghurts,695.0,Йогурт - густий - понад 200г,Йогурт - густой - свыше 200г,Yoghurt — firm — more than 200 g,5160.0,270.0,1,г         ,1037.0,,,5550259,Йогуртно-десертна продукція,Йогуртно-Десертная продукция,Yogurts
570059,5923.0,Йогурти,Йогурты,Yoghurts,695.0,Йогурт - густий - понад 200г,Йогурт - густой - свыше 200г,Yoghurt — firm — more than 200 g,5160.0,270.0,1,г         ,1037.0,,,5550259,Йогуртно-десертна продукція,Йогуртно-Десертная продукция,Yogurts
570488,5925.0,"Пудинги, желе","Пудинги, желе","Puddings, table jelly",545.0,Желе,Желе,Table jelly,2551.0,150.0,1,г         ,9766.0,,,5550259,Йогуртно-десертна продукція,Йогуртно-Десертная продукция,Yogurts
570489,5925.0,"Пудинги, желе","Пудинги, желе","Puddings, table jelly",545.0,Желе,Желе,Table jelly,2551.0,150.0,1,г         ,9766.0,,,5550259,Йогуртно-десертна продукція,Йогуртно-Десертная продукция,Yogurts
570490,5925.0,"Пудинги, желе","Пудинги, желе","Puddings, table jelly",545.0,Желе,Желе,Table jelly,2551.0,150.0,1,г         ,9766.0,,,5550259,Йогуртно-десертна продукція,Йогуртно-Десертная продукция,Yogurts
571255,6456.0,Сири напівтверді великопористі,Сыры полутвердые крупнопористые,Semi-hard coarse-pored cheese,1902.0,напівтверді сири - Дорожчі - Національний - Доступний імпорт,полутвердые сыры - Более дорогие - Национальный - Доступный импорт,semi-hard cheese — More expensive — National — Available import,2737.0,1.0,2,кг        ,1037.0,33.0,Нідерланди,5550352,Сири на вагу,Сыры весовые,Cheese
571258,6458.0,Сири напівтверді пластової,Сыры полутвердые пластовой,Semi-hard layered cheese,1902.0,напівтверді сири - Дорожчі - Національний - Доступний імпорт,полутвердые сыры - Более дорогие - Национальный - Доступный импорт,semi-hard cheese — More expensive — National — Available import,2737.0,1.0,2,кг        ,1037.0,33.0,Нідерланди,5550352,Сири на вагу,Сыры весовые,Cheese
571805,6457.0,Сири напівтверді насипні,Сыры полутвердые насыпные,Semi-hard bulk cheese,1897.0,напівтверді сири - Дешевші - Національний - Насипна - Російський,полутвердые сыры - Более дешевые - Национальный - Насыпной - Российский,semi-hard cheese — Cheaper— National — Bulk — Rossiysky,7420.0,1.0,2,кг        ,285.0,1.0,Україна,5550352,Сири на вагу,Сыры весовые,Cheese
572560,6890.0,Хліб подовий пшеничний без добавок власного виробництва,Хлеб подовый пшеничный без добавок собств произв,"Plain wheat bread baked in the hearth, own production",380.0,Хліб - без добавок - пшеничний,Хлеб - без добавок - пшеничный,Bread — plain — wheat,2737.0,380.0,1,г         ,9974.0,1.0,Україна,5550412,Випічка,Выпечкa,Bakery
572572,6458.0,Сири напівтверді пластової,Сыры полутвердые пластовой,Semi-hard layered cheese,1909.0,напівтверді сири - Дорожчі - Національний - Елітні - Кольорові,полутвердые сыры - Более дорогие - Национальный - Элитные - Цветные,semi-hard cheese — More expensive — National — Elite — Colored,2737.0,1.0,2,кг        ,2337.0,33.0,Нідерланди,5550352,Сири на вагу,Сыры весовые,Cheese
572573,6458.0,Сири напівтверді пластової,Сыры полутвердые пластовой,Semi-hard layered cheese,1909.0,напівтверді сири - Дорожчі - Національний - Елітні - Кольорові,полутвердые сыры - Более дорогие - Национальный - Элитные - Цветные,semi-hard cheese — More expensive — National — Elite — Colored,2737.0,1.0,2,кг        ,2337.0,33.0,Нідерланди,5550352,Сири на вагу,Сыры весовые,Cheese
576047,5835.0,Вода України газована,Вода Украины газированная,"Water, Ukraine, sparkling",3457.0,Лікувально-столова вода - Україна - ПЕТ - від 1л до 2л,Лечебно-столовая вода - Украина - ПЭТ - от 1л до 2л,Therapeutic-table water — Ukraine — PET — from 1 to 2 L,7930.0,1.5,3,л         ,8327.0,1.0,Україна,5550022,Вода Мфнеральна,Вода Минеральная,Mineral water
576051,5835.0,Вода України газована,Вода Украины газированная,"Water, Ukraine, sparkling",3457.0,Лікувально-столова вода - Україна - ПЕТ - від 1л до 2л,Лечебно-столовая вода - Украина - ПЭТ - от 1л до 2л,Therapeutic-table water — Ukraine — PET — from 1 to 2 L,7930.0,1.5,3,л         ,8327.0,1.0,Україна,5550022,Вода Мфнеральна,Вода Минеральная,Mineral water
576053,5836.0,Вода України слабогазована,Вода Украины слабогазированная,"Water, Ukraine, slightly sparkling",3470.0,Столова вода - Україна - ПЕТ - від 1л до 2л - Слабогазована,Столовая вода - Украина - ПЭТ - от 1л до 2л - Слабогазированная,Table water — Ukraine — PET — from 1 to 2 L — Slightly sparkling,7930.0,1.5,3,л         ,8327.0,1.0,Україна,5550022,Вода Мфнеральна,Вода Минеральная,Mineral water
576056,5834.0,Вода України негазована,Вода Украины негазированная,"Water, Ukraine, still",3468.0,Столова вода - Україна - ПЕТ - від 1л до 2л - Негазована,Столовая вода - Украина - ПЭТ - от 1л до 2л - Негазированная,Table water — Ukraine — PET — from 1 to 2 L — Still,7930.0,1.5,3,л         ,8327.0,1.0,Україна,5550022,Вода Мфнеральна,Вода Минеральная,Mineral water
576424,5836.0,Вода України слабогазована,Вода Украины слабогазированная,"Water, Ukraine, slightly sparkling",3467.0,"Столова вода - Україна - ПЕТ - до 0,99л - Слабогазована","Столовая вода - Украина - ПЭТ - до 0,99л - Слабогазированная",Table water — Ukraine — PET — up to 0.99 L — Slightly sparkling,2737.0,0.5,3,л         ,1037.0,1.0,Україна,5550022,Вода Мфнеральна,Вода Минеральная,Mineral water
576427,5836.0,Вода України слабогазована,Вода Украины слабогазированная,"Water, Ukraine, slightly sparkling",3470.0,Столова вода - Україна - ПЕТ - від 1л до 2л - Слабогазована,Столовая вода - Украина - ПЭТ - от 1л до 2л - Слабогазированная,Table water — Ukraine — PET — from 1 to 2 L — Slightly sparkling,2737.0,1.5,3,л         ,1037.0,1.0,Україна,5550022,Вода Мфнеральна,Вода Минеральная,Mineral water
576430,5835.0,Вода України газована,Вода Украины газированная,"Water, Ukraine, sparkling",3466.0,"Столова вода - Україна - ПЕТ - до 0,99л - Сильногазированная","Столовая вода - Украина - ПЭТ - до 0,99л - Сильногазированная",Table water — Ukraine — PET — up to 0.99 L — Strongly sparkling,2737.0,0.5,3,л         ,1037.0,1.0,Україна,5550022,Вода Мфнеральна,Вода Минеральная,Mineral water
576431,5835.0,Вода України газована,Вода Украины газированная,"Water, Ukraine, sparkling",3469.0,Столова вода - Україна - ПЕТ - від 1л до 2л - Сильногазированная,Столовая вода - Украина - ПЭТ - от 1л до 2л - Сильногазированная,Table water — Ukraine — PET — from 1 to 2 L — Strongly sparkling,2737.0,1.5,3,л         ,1037.0,1.0,Україна,5550022,Вода Мфнеральна,Вода Минеральная,Mineral water
576432,5834.0,Вода України негазована,Вода Украины негазированная,"Water, Ukraine, still",3465.0,"Столова вода - Україна - ПЕТ - до 0,99л - Негазована","Столовая вода - Украина - ПЭТ - до 0,99л - Негазированная",Table water — Ukraine — PET — up to 0.99 L — Still,2737.0,0.5,3,л         ,1037.0,1.0,Україна,5550022,Вода Мфнеральна,Вода Минеральная,Mineral water
576433,5834.0,Вода України негазована,Вода Украины негазированная,"Water, Ukraine, still",3468.0,Столова вода - Україна - ПЕТ - від 1л до 2л - Негазована,Столовая вода - Украина - ПЭТ - от 1л до 2л - Негазированная,Table water — Ukraine — PET — from 1 to 2 L — Still,2737.0,1.5,3,л         ,1037.0,1.0,Україна,5550022,Вода Мфнеральна,Вода Минеральная,Mineral water
576446,2356.0,Сири плавлені ковбасний,Сыры плавленые колбасный,Melted cheese sausage,2538.0,сири плавлені - Дорожчі - Без добавок,сыры плавленные - Более дорогие - Без добавок,whizzed cheese — More expensive — Plain,2737.0,1.0,2,кг        ,10286.0,33.0,Нідерланди,5550352,Сири на вагу,Сыры весовые,Cheese
576450,2356.0,Сири плавлені ковбасний,Сыры плавленые колбасный,Melted cheese sausage,2538.0,сири плавлені - Дорожчі - Без добавок,сыры плавленные - Более дорогие - Без добавок,whizzed cheese — More expensive — Plain,2737.0,1.0,2,кг        ,10286.0,33.0,Нідерланди,5550352,Сири на вагу,Сыры весовые,Cheese
576518,6458.0,Сири напівтверді пластової,Сыры полутвердые пластовой,Semi-hard layered cheese,1902.0,напівтверді сири - Дорожчі - Національний - Доступний імпорт,полутвердые сыры - Более дорогие - Национальный - Доступный импорт,semi-hard cheese — More expensive — National — Available import,2737.0,1.0,2,кг        ,1037.0,33.0,Нідерланди,5550352,Сири на вагу,Сыры весовые,Cheese
577481,5837.0,Вода імпортна негазована,Вода импортная негазированная,"Water, import, still",3460.0,Столова вода - Імпорт - ПЕТ,Столовая вода - Импорт - ПЭТ,Table water — Import — PET,2737.0,0.75,3,л         ,5098.0,7.0,Італія,5550022,Вода Мфнеральна,Вода Минеральная,Mineral water
577616,5428.0,Ківі,Киви,Kiwi,4764.0,Тропічні фрукти - Ківі - Сортовий,Тропические фрукты - Киви - Сортовой,Tropical fruit — Kiwi — Graded,,1.0,1,г         ,9666.0,,,5551018,Фрукти тропічні,Фрукты тропические,Tropical fruits
577617,5424.0,Ананас,Ананас,Pineapple,4757.0,,Тропические фрукты - Ананас - Ready to Eat,,,1.0,6,шт        ,9666.0,,,5551018,Фрукти тропічні,Фрукты тропические,Tropical fruits
577897,5835.0,Вода України газована,Вода Украины газированная,"Water, Ukraine, sparkling",3469.0,Столова вода - Україна - ПЕТ - від 1л до 2л - Сильногазированная,Столовая вода - Украина - ПЭТ - от 1л до 2л - Сильногазированная,Table water — Ukraine — PET — from 1 to 2 L — Strongly sparkling,1241.0,1.5,3,л         ,2005.0,1.0,Україна,5550022,Вода Мфнеральна,Вода Минеральная,Mineral water
577898,5834.0,Вода України негазована,Вода Украины негазированная,"Water, Ukraine, still",3468.0,Столова вода - Україна - ПЕТ - від 1л до 2л - Негазована,Столовая вода - Украина - ПЭТ - от 1л до 2л - Негазированная,Table water — Ukraine — PET — from 1 to 2 L — Still,1241.0,1.5,3,л         ,2005.0,1.0,Україна,5550022,Вода Мфнеральна,Вода Минеральная,Mineral water
578563,6971.0,Здоба мелкоштучн з сирною начинкою власного виробництва,Сдоба мелкошт с творожной начинкой собств произв,"Small fancy bread with curd stuff, own production",4735.0,Здоба - дрібна - солодка,Сдоба - мелкая - сладкая,Fancy bread — small — sweet,,205.0,1,г         ,1037.0,1.0,Україна,5550412,Випічка,Выпечкa,Bakery
578564,6971.0,Здоба мелкоштучн з сирною начинкою власного виробництва,Сдоба мелкошт с творожной начинкой собств произв,"Small fancy bread with curd stuff, own production",4735.0,Здоба - дрібна - солодка,Сдоба - мелкая - сладкая,Fancy bread — small — sweet,,210.0,1,г         ,1037.0,1.0,Україна,5550412,Випічка,Выпечкa,Bakery
579200,6449.0,Сири м'які кремо-сирні,Сыры мягкие кремо-творожные,Soft cream cheese,2506.0,сири м&#39;які - Дешевші - Імпорт - Кремо-сирні - інші,сыры мягкие - Более дешевые - Импорт - Кремо-творожные - другие,soft cheese — Cheaper — Import — Cream cheese — Other,2737.0,1.0,2,кг        ,8989.0,16.0,Польща,5550352,Сири на вагу,Сыры весовые,Cheese
579510,6456.0,Сири напівтверді великопористі,Сыры полутвердые крупнопористые,Semi-hard coarse-pored cheese,1894.0,напівтверді сири - Дешевші - Національний - Великопористий / Пластової - Великопористий,полутвердые сыры - Более дешевые - Национальный - Крупнопористый/Пластовой - Крупнопористый,semi-hard cheese — Cheaper— National — Coarse-pored/layered — Coarse-pored,1923.0,1.0,2,кг        ,7419.0,1.0,Україна,5550352,Сири на вагу,Сыры весовые,Cheese
581445,6480.0,Сири тверді пармезановой,Сыры твердые пармезановые,"Hard cheese, Parmesan",2595.0,тверді сири - Дорожчі - Пармезан,твердые сыры - Более дорогие - Пармезан,hard cheese — More expensive — Parmesan,2737.0,1.0,2,кг        ,7474.0,7.0,Італія,5550352,Сири на вагу,Сыры весовые,Cheese
581747,6882.0,Багет з добавками власного виробництва,Багет с добавками собственного производства,"Flavored baguette loaf, own production",4646.0,Багет - С добавками,Багет - С добавками,Baguette loaf — Flavored,,150.0,1,г         ,9666.0,1.0,Україна,5550412,Випічка,Выпечкa,Bakery
582406,5923.0,Йогурти,Йогурты,Yoghurts,697.0,Йогурт - густий - до 200г,Йогурт - густой - до 200г,Yoghurt — firm — up to 200 g,2737.0,125.0,1,г         ,9688.0,,,5550259,Йогуртно-десертна продукція,Йогуртно-Десертная продукция,Yogurts
582737,6458.0,Сири напівтверді пластової,Сыры полутвердые пластовой,Semi-hard layered cheese,1909.0,напівтверді сири - Дорожчі - Національний - Елітні - Кольорові,полутвердые сыры - Более дорогие - Национальный - Элитные - Цветные,semi-hard cheese — More expensive — National — Elite — Colored,2737.0,1.0,2,кг        ,2337.0,33.0,Нідерланди,5550352,Сири на вагу,Сыры весовые,Cheese
582739,6458.0,Сири напівтверді пластової,Сыры полутвердые пластовой,Semi-hard layered cheese,1907.0,напівтверді сири - Дорожчі - Національний - Елітні - Козине / овече молоко,полутвердые сыры - Более дорогие - Национальный - Элитные - Козье/овечье молоко,semi-hard cheese — More expensive — National — Elite — Cow/sheep milk,2737.0,1.0,2,кг        ,2337.0,33.0,Нідерланди,5550352,Сири на вагу,Сыры весовые,Cheese
